,quasi_newton,normal_newton,easy_newton
0,0.001001596450805664,0.0,0.02
1,0.0,0.0,0.02
2,0.0,0.0,0.02
3,0.0,0.0,0.02
4,0.001001119613647461,0.0,0.02
5,0.0010006427764892578,0.0,0.02
6,0.0,0.001001596450805664,0.02
7,0.0,0.0,0.02
8,0.0,0.0,0.02
9,0.0,0.0,0.02
10,0.0,0.0,0.0010704994201660156
11,0.0,0.0,0.02
12,0.0,0.0009987354278564453,0.02
13,0.0,0.0,0.02
14,0.0,0.0,0.02
15,0.0,0.0,0.02
16,0.0,0.0010008811950683594,0.02
17,0.0,0.0,0.02
18,0.0,0.0,0.02
19,0.0,0.0,0.02
