,quasi_newton,normal_newton,easy_newton
0,5,3,20
1,5,3,20
2,5,3,20
3,4,3,20
4,4,3,20
5,4,3,20
6,4,3,20
7,4,3,20
8,3,3,20
9,3,2,20
10,1,1,1
11,3,2,20
12,3,3,20
13,4,3,20
14,4,3,20
15,4,3,20
16,4,3,20
17,5,3,20
18,5,3,20
19,5,3,20
