residuals (i.e. ||f(x_n)||),differences (i.e. ||x_n-x_{n-1}||),current point (i.e. x_n)
3.1622776601683795,0.0,[0 0 0 0 0 0 0 0 0 0]
1.4392310721083327e-11,3.162277660182771,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
