,quasi_newton,normal_newton,easy_newton
0,3,3,20
1,3,3,20
2,3,3,20
3,3,3,20
4,3,3,20
5,3,3,20
6,3,3,20
7,3,3,20
8,3,2,20
9,3,2,20
10,3,2,20
11,3,2,20
12,3,2,20
13,3,3,20
14,3,3,20
15,3,3,20
16,3,3,20
17,3,3,20
18,3,3,20
19,3,3,20
