,quasi_newton,normal_newton,easy_newton
0,0.004003286361694336,0.00821542739868164,0.008007526397705078
1,0.003002166748046875,0.006400108337402344,0.006007194519042969
2,0.0029916763305664062,0.006007194519042969,0.00600743293762207
3,0.0020017623901367188,0.00656580924987793,0.006005287170410156
4,0.002001523971557617,0.006005525588989258,0.0049839019775390625
5,0.0020029544830322266,0.006016254425048828,0.005003929138183594
6,0.0020017623901367188,0.006979703903198242,0.004003763198852539
7,0.0020041465759277344,0.0049893856048583984,0.003922939300537109
8,0.0020020008087158203,0.004927396774291992,0.0040056705474853516
9,0.0024318695068359375,0.0050046443939208984,0.0027971267700195312
10,0.0020020008087158203,0.005003929138183594,0.004008054733276367
11,0.0013163089752197266,0.005747318267822266,0.003133058547973633
12,0.0012755393981933594,0.005506277084350586,0.0030040740966796875
13,0.0019137859344482422,0.005004167556762695,0.0010018348693847656
14,0.0029289722442626953,0.004002571105957031,0.0020012855529785156
15,0.001936197280883789,0.0040035247802734375,0.0020020008087158203
16,0.002001523971557617,0.004113912582397461,0.002003192901611328
17,0.0010008811950683594,0.0038406848907470703,0.002002716064453125
18,0.002002239227294922,0.0024187564849853516,0.001001119613647461
19,0.0020017623901367188,0.003727436065673828,0.002003192901611328
20,0.002002239227294922,0.0031554698944091797,0.0020017623901367188
21,0.0020020008087158203,0.0040035247802734375,0.001001119613647461
22,0.0020036697387695312,0.004003047943115234,0.0010008811950683594
23,0.0020020008087158203,0.0040035247802734375,0.001001119613647461
24,0.002001523971557617,0.004004478454589844,0.0012860298156738281
25,0.0019996166229248047,0.004003763198852539,0.0019512176513671875
26,0.0010013580322265625,0.003942012786865234,0.0020003318786621094
27,0.0020017623901367188,0.003436565399169922,0.0020017623901367188
28,0.0020017623901367188,0.004003763198852539,0.0020041465759277344
29,0.0010001659393310547,0.0040035247802734375,0.002002239227294922
