,quasi_newton,normal_newton,easy_newton
0,0.0030035972595214844,0.005005359649658203,0.0015263557434082031
1,0.002855539321899414,0.00435638427734375,0.002002239227294922
2,0.0023810863494873047,0.0038433074951171875,0.0020351409912109375
3,0.002002239227294922,0.0035331249237060547,0.0010001659393310547
4,0.0020017623901367188,0.004004001617431641,0.0020017623901367188
5,0.0008389949798583984,0.004004955291748047,0.0020017623901367188
6,0.0010008811950683594,0.0040073394775390625,0.0010006427764892578
7,0.0020017623901367188,0.003024578094482422,0.0
8,0.0030059814453125,0.0038971900939941406,0.0020012855529785156
9,0.0010008811950683594,0.005461931228637695,0.0010006427764892578
10,0.0020020008087158203,0.0029218196868896484,0.0022499561309814453
11,0.0010008811950683594,0.0040035247802734375,0.002235889434814453
12,0.0010023117065429688,0.003754854202270508,0.002002239227294922
13,0.0020020008087158203,0.003003835678100586,0.0010008811950683594
14,0.0,0.0065250396728515625,0.002031087875366211
15,0.0014331340789794922,0.004029273986816406,0.0009996891021728516
16,0.001734018325805664,0.004689693450927734,0.0010001659393310547
17,0.0020024776458740234,0.0040035247802734375,0.0019638538360595703
18,0.0010013580322265625,0.004003286361694336,0.002002239227294922
19,0.0010004043579101562,0.0040035247802734375,0.0020020008087158203
20,0.001844167709350586,0.0037186145782470703,0.0
21,0.0037784576416015625,0.004006147384643555,0.002216815948486328
22,0.0010018348693847656,0.004004001617431641,0.0016980171203613281
23,0.0020036697387695312,0.0034143924713134766,0.001999378204345703
24,0.002002239227294922,0.004120826721191406,0.0020017623901367188
25,0.001001119613647461,0.0040035247802734375,0.0020020008087158203
26,0.0020017623901367188,0.004004240036010742,0.002694845199584961
27,0.0014612674713134766,0.0030035972595214844,0.0030028820037841797
28,0.0010008811950683594,0.004003763198852539,0.001466512680053711
29,0.0020012855529785156,0.0034608840942382812,0.0020003318786621094
30,0.0016448497772216797,0.0037834644317626953,0.0020020008087158203
31,0.0010018348693847656,0.003630399703979492,0.0020020008087158203
32,0.0010006427764892578,0.0030028820037841797,0.0020024776458740234
33,0.0010006427764892578,0.001001119613647461,0.0017435550689697266
