,quasi_newton,normal_newton,easy_newton
0,0.003002166748046875,0.003002643585205078,0.0020020008087158203
1,0.0040035247802734375,0.02,0.02
2,0.0024809837341308594,0.004565715789794922,0.02
3,0.01008462905883789,0.005458354949951172,0.02
4,0.002000093460083008,0.006664276123046875,0.02
5,0.002699613571166992,0.00622105598449707,0.02
6,0.0018951892852783203,0.006716489791870117,0.02
7,0.002003192901611328,0.00681757926940918,0.003571748733520508
8,0.0010008811950683594,0.006700754165649414,0.02
9,0.0020024776458740234,0.005686521530151367,0.02
10,0.002003192901611328,0.003931760787963867,0.005462169647216797
11,0.004003763198852539,0.005192756652832031,0.02
12,0.002137422561645508,0.0055844783782958984,0.02
13,0.0010006427764892578,0.0051882266998291016,0.02
14,0.0019676685333251953,0.003007650375366211,0.02
15,0.002002239227294922,0.005682468414306641,0.02
16,0.0028874874114990234,0.0067098140716552734,0.02
17,0.02,0.009009122848510742,0.02
18,0.0030040740966796875,0.007996797561645508,0.02
19,0.0030028820037841797,0.009010553359985352,0.02
20,0.003004789352416992,0.010625123977661133,0.02
21,0.02,0.008442878723144531,0.02
22,0.0050334930419921875,0.007286787033081055,0.02
23,0.02,0.00446772575378418,0.02
24,0.002002716064453125,0.00695037841796875,0.02
25,0.001302957534790039,0.009664535522460938,0.02
26,0.02,0.007002115249633789,0.02
27,0.0036225318908691406,0.007305145263671875,0.02
28,0.02,0.009620904922485352,0.02
29,0.02,0.007008552551269531,0.02
