residuals (i.e. ||f(x_n)||),differences (i.e. ||x_n-x_{n-1}||),current point (i.e. x_n)
5.889778561348268,0.0,"[ 2.50e+00  4.00e+00  2.00e+01  1.00e+00  5.00e-02 -1.00e-02  1.00e-01
  5.00e-03  1.10e+00  2.01e+00]"
0.42213715735873675,1.9188296029439214,"[ 2.06633990e+00  3.70258883e+00  1.96884901e+01  9.33660102e-01
  2.74027299e-01 -1.84322967e-02  6.52000415e-02  1.33338709e-03
  6.23019848e-01  2.70758999e-01]"
0.3092417292522212,0.13323493946703843,"[ 2.12878690e+00  3.68502782e+00  1.97305220e+01  8.71213104e-01
  2.92262483e-01 -1.60256509e-02  6.14450398e-02  1.46194731e-03
  5.38955959e-01  2.92161168e-01]"
0.1819387407091983,0.2146133534580238,"[ 2.24878737e+00  3.72449608e+00  1.97824204e+01  7.51212629e-01
  2.53638021e-01 -1.62849260e-02  6.00167179e-02  1.61388236e-03
  4.35159151e-01  2.64963397e-01]"
0.09419558980083034,0.2143667568351924,"[ 2.36882423e+00  3.78075507e+00  1.98219796e+01  6.31175773e-01
  1.93757874e-01 -1.23169847e-02  6.32910995e-02  1.83097081e-03
  3.56040850e-01  2.14628892e-01]"
0.043865092078973954,0.203434272562725,"[ 2.48831692e+00  3.82431320e+00  1.98572469e+01  5.11683083e-01
  1.47127338e-01 -1.30911424e-02  7.02100600e-02  2.18089698e-03
  2.85506203e-01  1.64736360e-01]"
0.01897088950202758,0.1568524342889798,"[ 2.58326896e+00  3.84830255e+00  1.98841805e+01  4.16731041e-01
  1.17181226e-01 -1.00360415e-02  7.90684885e-02  2.64007313e-03
  2.31638979e-01  1.27540475e-01]"
0.006993891867449342,0.11564144963211159,"[ 2.65317482e+00  3.86423180e+00  1.99043689e+01  3.46825184e-01
  9.63343763e-02 -9.96210384e-03  8.88297503e-02  3.18842521e-03
  1.91262263e-01  9.96564727e-02]"
0.002947399886363565,0.08668677294996885,"[ 2.70515898e+00  3.87417785e+00  1.99201595e+01  2.94841015e-01
  8.07885016e-02 -8.79144042e-03  9.88587398e-02  3.80942522e-03
  1.59680905e-01  7.91570481e-02]"
0.0034974919223505463,0.05313044671245519,"[ 2.73646487e+00  3.87875709e+00  1.99306211e+01  2.63535128e-01
  7.17858243e-02 -8.31208300e-03  1.07226264e-01  4.38904698e-03
  1.38757898e-01  6.72024172e-02]"
0.004169773674424512,0.026029811299467735,"[ 2.75107920e+00  3.87991551e+00  1.99364991e+01  2.48920796e-01
  6.76285447e-02 -8.03947185e-03  1.12951361e-01  4.83745336e-03
  1.27001824e-01  6.21073234e-02]"
0.004311941434447386,0.008498837875393557,"[ 2.75492338e+00  3.87953434e+00  1.99390572e+01  2.45076622e-01
  6.65515816e-02 -7.96116841e-03  1.15789323e-01  5.09734351e-03
  1.21885546e-01  6.13850341e-02]"
0.0042547823009207,0.003301265190339007,"[ 2.75500738e+00  3.87892299e+00  1.99403375e+01  2.44992618e-01
  6.65322589e-02 -7.95755469e-03  1.17047067e-01  5.23821557e-03
  1.19325081e-01  6.22296352e-02]"
0.0040248875895053235,0.006805683572735468,"[ 2.75366336e+00  3.87776071e+00  1.99428127e+01  2.46336638e-01
  6.69239067e-02 -7.98106480e-03  1.18611827e-01  5.44789054e-03
  1.14374536e-01  6.50708362e-02]"
0.0034349798290339724,0.01493381323141164,"[ 2.74998687e+00  3.87594579e+00  1.99480780e+01  2.50013129e-01
  6.80001839e-02 -8.04589527e-03  1.20153942e-01  5.72015397e-03
  1.03844064e-01  7.21745885e-02]"
0.0027956106628219952,0.014290763942796818,"[ 2.74620260e+00  3.87510051e+00  1.99529482e+01  2.53797405e-01
  6.91162071e-02 -8.11123961e-03  1.19677813e-01  5.76178125e-03
  9.41035231e-02  7.95768906e-02]"
0.0019860733120712843,0.016526205869763434,"[ 2.74172186e+00  3.87480723e+00  1.99583879e+01  2.58278143e-01
  7.04448900e-02 -8.18727998e-03  1.17683031e-01  5.61637122e-03
  8.32241447e-02  8.84736806e-02]"
0.009146553118825864,0.2008276414390555,"[ 2.79397774e+00  3.88084310e+00  1.98906819e+01  2.06022255e-01
  5.49456930e-02 -7.30097381e-03  1.35723392e-01  6.90085099e-03
  2.18636216e-01 -1.80406510e-02]"
0.001765559179138616,0.2045195274171826,"[ 2.74047303e+00  3.87513196e+00  1.99593986e+01  2.59526972e-01
  7.08162751e-02 -8.20831625e-03  1.16311849e-01  5.44378506e-03
  8.12027033e-02  9.07183381e-02]"
0.0014351252950973292,0.005918770065449816,"[ 2.73857737e+00  3.87520977e+00  1.99611219e+01  2.61422629e-01
  7.13782011e-02 -8.24063719e-03  1.15064686e-01  5.29307026e-03
  7.77562392e-02  9.40494298e-02]"
0.002264847578405911,0.015770173191147898,"[ 2.74326325e+00  3.87550540e+00  1.99561467e+01  2.56736749e-01
  6.99915575e-02 -8.16054115e-03  1.17166625e-01  5.52575244e-03
  8.77065856e-02  8.54161925e-02]"
0.0027138380196584143,0.010156182060502636,"[ 2.74555968e+00  3.87611893e+00  1.99525248e+01  2.54440323e-01
  6.93115625e-02 -8.12152788e-03  1.17260543e-01  5.50742219e-03
  9.49504176e-02  8.03015052e-02]"
0.0017021756709807668,0.021580152260798756,"[ 2.74032133e+00  3.87519294e+00  1.99600155e+01  2.59678670e-01
  7.08663718e-02 -8.21021043e-03  1.16091592e-01  5.40687130e-03
  7.99690297e-02  9.15091198e-02]"
0.00027982836835304525,0.028425223930333688,"[ 2.73350220e+00  3.87419788e+00  1.99698725e+01  2.66497803e-01
  7.28921586e-02 -8.32534410e-03  1.14145270e-01  5.19987538e-03
  6.02549719e-02  1.06349904e-01]"
