residuals (i.e. ||f(x_n)||),differences (i.e. ||x_n-x_{n-1}||),current point (i.e. x_n)
5.889778561348268,0.0,"[ 2.50e+00  4.00e+00  2.00e+01  1.00e+00  5.00e-02 -1.00e-02  1.00e-01
  5.00e-03  1.10e+00  2.01e+00]"
0.42213715735873675,1.9188296029439214,"[ 2.06633990e+00  3.70258883e+00  1.96884901e+01  9.33660102e-01
  2.74027299e-01 -1.84322967e-02  6.52000415e-02  1.33338709e-03
  6.23019848e-01  2.70758999e-01]"
0.30871247100212845,0.13409958704911557,"[ 2.12919216e+00  3.68491386e+00  1.97307948e+01  8.70807845e-01
  2.92380823e-01 -1.60100326e-02  6.14206711e-02  1.46278162e-03
  5.38410415e-01  2.92300060e-01]"
0.24677596510409097,0.09111016502341521,"[ 2.18011974e+00  3.70198759e+00  1.97527163e+01  8.19880256e-01
  2.75663308e-01 -1.61405435e-02  6.08387532e-02  1.52691077e-03
  4.94567447e-01  2.80479779e-01]"
0.20363628715763288,0.07358659232260753,"[ 2.22182363e+00  3.71975475e+00  1.97671183e+01  7.78176368e-01
  2.57247487e-01 -1.53433517e-02  6.13388680e-02  1.58588721e-03
  4.65763481e-01  2.64866688e-01]"
0.17210988075988276,0.060648429086829665,"[ 2.25670868e+00  3.73461069e+00  1.97777581e+01  7.43291320e-01
  2.41765812e-01 -1.50277907e-02  6.22747881e-02  1.64448798e-03
  4.44483893e-01  2.50138731e-01]"
0.1482256657627,0.05103029745325071,"[ 2.28645563e+00  3.74663945e+00  1.97861741e+01  7.13544365e-01
  2.28975397e-01 -1.46164891e-02  6.33867985e-02  1.70277346e-03
  4.27651787e-01  2.37081779e-01]"
0.12954883540799259,0.0437944605930909,"[ 2.31220714e+00  3.75662731e+00  1.97931425e+01  6.87792864e-01
  2.18248507e-01 -1.43082007e-02  6.45565704e-02  1.76019947e-03
  4.13715011e-01  2.25566887e-01]"
0.1145831357642846,0.03816340487110157,"[ 2.33478554e+00  3.76505604e+00  1.97990949e+01  6.65214457e-01
  2.09089051e-01 -1.40177641e-02  6.57275915e-02  1.81645569e-03
  4.01810209e-01  2.15402083e-01]"
0.10234916019510323,0.03367477056225825,"[ 2.35479233e+00  3.77229474e+00  1.98042964e+01  6.45207668e-01
  2.01151191e-01 -1.37643699e-02  6.68725086e-02  1.87134443e-03
  3.91407134e-01  2.06380971e-01]"
0.09218337850577887,0.030018714905200895,"[ 2.37268099e+00  3.77859186e+00  1.98089198e+01  6.27319007e-01
  1.94185945e-01 -1.35342238e-02  6.79786190e-02  1.92477279e-03
  3.82160497e-01  1.98331631e-01]"
0.08361871028287389,0.02699042556492714,"[ 2.38879973e+00  3.78413183e+00  1.98130838e+01  6.11200273e-01
  1.88010799e-01 -1.33259963e-02  6.90407431e-02  1.97670525e-03
  3.73832441e-01  1.91109278e-01]"
0.07631739309752911,0.024445871412390033,"[ 2.40342119e+00  3.78905109e+00  1.98168738e+01  5.96578810e-01
  1.82487948e-01 -1.31356987e-02  7.00576292e-02  2.02714482e-03
  3.66252481e-01  1.84595234e-01]"
0.07002914162876388,0.022281789704605384,"[ 2.41676226e+00  3.79345423e+00  1.98203529e+01  5.83237742e-01
  1.77511265e-01 -1.29610329e-02  7.10300502e-02  2.07611729e-03
  3.59294104e-01  1.78691622e-01]"
0.06456473294702107,0.02042191957898864,"[ 2.42899796e+00  3.79742263e+00  1.98235696e+01  5.71002044e-01
  1.72997413e-01 -1.27998772e-02  7.19597855e-02  2.12366215e-03
  3.52860809e-01  1.73317577e-01]"
0.05977856253866432,0.018808836874722592,"[ 2.44027132e+00  3.80102083e+00  1.98265614e+01  5.59728682e-01
  1.68879913e-01 -1.26505624e-02  7.28490655e-02  2.16982659e-03
  3.46877242e-01  1.68405856e-01]"
0.05555685597975087,0.01739848154621264,"[ 2.45070057e+00  3.80430073e+00  1.98293583e+01  5.49299432e-01
  1.65104978e-01 -1.25116832e-02  7.37002714e-02  2.21466158e-03
  3.41283396e-01  1.63900187e-01]"
0.051809492082273714,0.016156516250417797,"[ 2.46038441e+00  3.80730461e+00  1.98319847e+01  5.39615587e-01
  1.61628541e-01 -1.23820664e-02  7.45157728e-02  2.25821953e-03
  3.36030674e-01  1.59753158e-01]"
0.048464214332564856,0.015055803832397092,"[ 2.46940602e+00  3.81006733e+00  1.98344604e+01  5.30593984e-01
  1.58414109e-01 -1.22607183e-02  7.52978449e-02  2.30055262e-03
  3.31079146e-01  1.55924557e-01]"
0.0454624549291037,0.014074630921276697,"[ 2.47783603e+00  3.81261793e+00  1.98368022e+01  5.22163974e-01
  1.55431154e-01 -1.21467916e-02  7.60486288e-02  2.34171194e-03
  3.26395583e-01  1.52380061e-01]"
0.04275627194873002,0.013195430083799257,"[ 2.48573491e+00  3.81498081e+00  1.98390240e+01  5.14265088e-01
  1.52653915e-01 -1.20395581e-02  7.67701162e-02  2.38174684e-03
  3.21952029e-01  1.49090195e-01]"
0.040306069082594397,0.012403845377747025,"[ 2.49315478e+00  3.81717664e+00  1.98411376e+01  5.06845220e-01
  1.50060478e-01 -1.19383881e-02  7.74641481e-02  2.42070464e-03
  3.17724729e-01  1.46029498e-01]"
0.03807887493094517,0.011688038349934869,"[ 2.50014082e+00  3.81922309e+00  1.98431533e+01  4.99859184e-01
  1.47632065e-01 -1.18427333e-02  7.81324193e-02  2.45863047e-03
  3.13693325e-01  1.43175859e-01]"
0.03604702850461126,0.011038165491367024,"[ 2.50673243e+00  3.82113533e+00  1.98450799e+01  4.93267574e-01
  1.45352480e-01 -1.17521138e-02  7.87764883e-02  2.49556719e-03
  3.09840228e-01  1.40509979e-01]"
0.03418716371280324,0.010445979835467986,"[ 2.51296416e+00  3.82292649e+00  1.98469249e+01  4.87035836e-01
  1.43207667e-01 -1.16661074e-02  7.93977870e-02  2.53155545e-03
  3.06150139e-01  1.38014931e-01]"
0.03247941671352385,0.009904523726621397,"[ 2.51886647e+00  3.82460800e+00  1.98486952e+01  4.81133530e-01
  1.41185357e-01 -1.15843407e-02  7.99976318e-02  2.56663369e-03
  3.02609666e-01  1.35675800e-01]"
0.030906801321460054,0.009407889408521124,"[ 2.52446629e+00  3.82618984e+00  1.98503965e+01  4.75533709e-01
  1.39274789e-01 -1.15064821e-02  8.05772334e-02  2.60083830e-03
  2.99207014e-01  1.33479394e-01]"
0.02945471250697481,0.008951030660527808,"[ 2.52978758e+00  3.82768079e+00  1.98520341e+01  4.70212424e-01
  1.37466477e-01 -1.14322359e-02  8.11377073e-02  2.63420365e-03
  2.95931744e-01  1.31413991e-01]"
0.02811052849420228,0.008529613276540256,"[ 2.53485170e+00  3.82908860e+00  1.98536127e+01  4.65148304e-01
  1.35752024e-01 -1.13613372e-02  8.16800822e-02  2.66676225e-03
  2.92774570e-01  1.29469143e-01]"
0.026863289455961708,0.008139895396658601,"[ 2.53967779e+00  3.83042016e+00  1.98551364e+01  4.60322206e-01
  1.34123962e-01 -1.12935481e-02  8.22053084e-02  2.69854483e-03
  2.89727195e-01  1.27635500e-01]"
0.02570343622319446,0.007778630996447808,"[ 2.54428307e+00  3.83168157e+00  1.98566089e+01  4.55716927e-01
  1.32575628e-01 -1.12286540e-02  8.27142650e-02  2.72958045e-03
  2.86782174e-01  1.25904671e-01]"
0.02462259639264003,0.00744299149586258,"[ 2.54868305e+00  3.83287829e+00  1.98580336e+01  4.51316955e-01
  1.31101052e-01 -1.11664610e-02  8.32077670e-02  2.75989662e-03
  2.83932803e-01  1.24269097e-01]"
0.023613408148729958,0.007130501660498505,"[ 2.55289174e+00  3.83401524e+00  1.98594135e+01  4.47108259e-01
  1.29694870e-01 -1.11067928e-02  8.36865707e-02  2.78951940e-03
  2.81173023e-01  1.22721953e-01]"
0.02266937430470372,0.00683898686137155,"[ 2.55692188e+00  3.83509681e+00  1.98607513e+01  4.43078116e-01
  1.28352246e-01 -1.10494895e-02  8.41513792e-02  2.81847348e-03
  2.78497340e-01  1.21257057e-01]"
0.021784740716976586,0.006566529425579365,"[ 2.56078505e+00  3.83612697e+00  1.98620496e+01  4.39214950e-01
  1.27068804e-01 -1.09944047e-02  8.46028474e-02  2.84678228e-03
  2.75900754e-01  1.19868796e-01]"
