residuals (i.e. ||f(x_n)||),differences (i.e. ||x_n-x_{n-1}||),current point (i.e. x_n)
6.4031242374328485,0.0,[1. 1.]
39.59792320438678,9.05537520108885,[2.      9.99999]
1.2568925503512857e-08,6.999989999539082,[2. 3.]
