,quasi_newton,normal_newton,easy_newton
0,2000,5,2000
1,1604,5,2000
2,119,5,2000
3,198,5,2000
4,2000,5,2000
5,118,5,2000
6,167,5,2000
7,2000,5,2000
8,153,5,2000
9,2000,5,2000
10,977,5,2000
11,2000,5,2000
12,259,5,2000
13,414,5,2000
14,221,5,2000
15,187,5,2000
16,71,5,2000
17,101,5,2000
18,608,5,2000
19,60,5,2000
