,quasi_newton,normal_newton,easy_newton
0,11,2000,12
1,9,19,11
2,9,11,11
3,7,14,11
4,7,7,12
5,7,7,12
6,7,6,13
7,7,6,13
8,7,5,14
9,8,5,15
10,8,5,16
11,8,4,18
12,8,4,19
13,8,4,20
14,8,4,21
15,8,4,23
16,8,4,24
17,8,4,24
18,8,4,25
19,8,4,26
