,quasi_newton,normal_newton,easy_newton
0,2000,9,2000
1,439,11,2000
2,2000,15,2000
3,2000,20,2000
4,618,11,2000
5,2000,10,2000
6,92,8,2000
7,2000,8,2000
8,2000,7,2000
9,1976,6,2000
10,977,5,2000
11,2000,5,2000
12,2000,4,2000
13,2000,4,2000
14,422,4,2000
15,329,2000,2000
16,2000,3,2000
17,40,5,2000
18,11,2000,12
19,12,4,2000
