,quasi_newton,normal_newton,easy_newton
0,977,5,2000
1,107,5,2000
2,2000,5,2000
3,2000,5,2000
4,93,5,2000
5,96,5,2000
6,2000,5,2000
7,294,5,2000
8,85,5,2000
9,35,5,2000
10,2000,5,2000
11,2000,5,2000
12,46,5,2000
13,2000,5,2000
14,2000,4,2000
15,50,4,2000
16,1621,4,2000
17,2000,4,2000
18,495,4,2000
19,119,4,2000
20,2000,4,2000
21,514,4,2000
22,2000,4,2000
23,1072,4,2000
24,2000,4,2000
25,364,4,2000
26,864,4,2000
27,614,4,2000
28,2000,4,2000
29,2000,4,2000
