,quasi_newton,normal_newton,easy_newton
0,0.0035889148712158203,0.005545616149902344,0.01031041145324707
1,0.003002166748046875,0.007436037063598633,0.016989707946777344
2,0.004004240036010742,0.004179239273071289,0.012014627456665039
3,0.0029485225677490234,0.003009796142578125,0.012206077575683594
4,0.0040035247802734375,0.003621816635131836,0.011923074722290039
5,0.010849714279174805,0.004004955291748047,0.011585235595703125
6,0.2,0.003002643585205078,0.013936758041381836
7,0.00466609001159668,0.005512714385986328,0.014632940292358398
8,0.2,0.003995180130004883,0.013011455535888672
9,0.008007526397705078,0.003003835678100586,0.014011383056640625
10,0.006005764007568359,0.004003286361694336,0.01477360725402832
11,0.007180452346801758,0.0030028820037841797,0.2
12,0.2,0.003536701202392578,0.2
13,0.008059978485107422,0.003999233245849609,0.2
14,0.012261629104614258,0.0030024051666259766,0.2
