,quasi_newton,normal_newton,easy_newton
0,0.0010013580322265625,0.008007049560546875,0.0010013580322265625
1,0.0010006427764892578,0.00700688362121582,0.0010004043579101562
2,0.0010008811950683594,0.0030062198638916016,0.0010008811950683594
3,0.0010008811950683594,0.004213094711303711,0.0009992122650146484
4,0.0010006427764892578,0.001001596450805664,0.002951383590698242
5,0.0005211830139160156,0.0030040740966796875,0.0010008811950683594
6,0.0010008811950683594,0.0026025772094726562,0.0017855167388916016
7,0.0010020732879638672,0.0019767284393310547,0.0010361671447753906
8,0.0010006427764892578,0.0030052661895751953,0.0014157295227050781
9,0.0009999275207519531,0.0020012855529785156,0.001001119613647461
10,0.0010006427764892578,0.0025529861450195312,0.0010023117065429688
11,0.0010008811950683594,0.0020029544830322266,0.0010008811950683594
12,0.0010013580322265625,0.002001523971557617,0.002002239227294922
13,0.0010025501251220703,0.002001523971557617,0.0020024776458740234
14,0.0010001659393310547,0.0022590160369873047,0.0017447471618652344
15,0.001001119613647461,0.001981973648071289,0.0010018348693847656
16,0.001001596450805664,0.0020012855529785156,0.0020020008087158203
