,quasi_newton,normal_newton,easy_newton
0,0.2,0.0030028820037841797,0.2
1,0.09331536293029785,0.0,0.2
2,0.008007526397705078,0.0030028820037841797,0.2
3,0.012011289596557617,0.0030024051666259766,0.2
4,0.2,0.003002643585205078,0.2
5,0.008007287979125977,0.0020020008087158203,0.2
6,0.010009050369262695,0.0030028820037841797,0.2
7,0.2,0.002002239227294922,0.2
8,0.009007930755615234,0.003002643585205078,0.2
9,0.2,0.0030024051666259766,0.2
10,0.056051015853881836,0.003003358840942383,0.2
11,0.2,0.003003358840942383,0.2
12,0.015013694763183594,0.0030028820037841797,0.2
13,0.02402210235595703,0.003002166748046875,0.2
14,0.013011932373046875,0.0020020008087158203,0.2
15,0.011010169982910156,0.003002166748046875,0.2
16,0.004003763198852539,0.003002643585205078,0.2
17,0.006005287170410156,0.0030028820037841797,0.2
18,0.036032676696777344,0.002001523971557617,0.2
19,0.004004001617431641,0.003002643585205078,0.2
