,quasi_newton,normal_newton,easy_newton
0,0.2,0.005003929138183594,0.2
1,0.2,0.004004240036010742,0.2
2,0.2,0.0036363601684570312,0.2
3,0.2,0.0030028820037841797,0.2
4,0.006005525588989258,0.004003763198852539,0.2
5,0.009759902954101562,0.004004716873168945,0.2
6,0.2,0.0035490989685058594,0.2
7,0.03802156448364258,0.004004001617431641,0.2
8,0.04475998878479004,0.0034372806549072266,0.2
9,0.2,0.004003763198852539,0.2
10,0.2,0.003481149673461914,0.2
11,0.007385969161987305,0.0040035247802734375,0.2
12,0.08837223052978516,0.003003358840942383,0.2
13,0.2,0.0038187503814697266,0.2
14,0.2,0.003002643585205078,0.2
15,0.0193326473236084,0.0034737586975097656,0.2
16,0.017241716384887695,0.0030028820037841797,0.2
17,0.04120945930480957,0.003002643585205078,0.2
18,0.016845226287841797,0.0034704208374023438,0.2
19,0.0406804084777832,0.0034432411193847656,0.2
20,0.11279988288879395,0.0034401416778564453,0.2
21,0.00847172737121582,0.003458738327026367,0.2
22,0.0795137882232666,0.0029363632202148438,0.2
23,0.018372297286987305,0.004001617431640625,0.2
24,0.021593570709228516,0.003408670425415039,0.2
25,0.2,0.0024170875549316406,0.2
26,0.018577098846435547,0.0030031204223632812,0.2
27,0.024862051010131836,0.0040013790130615234,0.2
28,0.2,0.0024628639221191406,0.2
29,0.004952907562255859,0.002003192901611328,0.2
