,quasi_newton,normal_newton,easy_newton
0,0.05817461013793945,0.0030028820037841797,0.1
1,0.0070073604583740234,0.0030024051666259766,0.1
2,0.1,0.0020017623901367188,0.1
3,0.1,0.003002643585205078,0.1
4,0.006004810333251953,0.0027344226837158203,0.1
5,0.006464958190917969,0.003003358840942383,0.1
6,0.1,0.003033876419067383,0.1
7,0.017335891723632812,0.0030028820037841797,0.1
8,0.006003618240356445,0.0024340152740478516,0.1
9,0.0034151077270507812,0.002000093460083008,0.1
10,0.1,0.0020020008087158203,0.1
11,0.1,0.0023870468139648438,0.1
12,0.0036242008209228516,0.003000497817993164,0.1
13,0.1,0.0031006336212158203,0.1
14,0.1,0.002001523971557617,0.1
15,0.003570556640625,0.002002239227294922,0.1
16,0.09508657455444336,0.003002643585205078,0.1
17,0.1,0.0030028820037841797,0.1
18,0.02902674674987793,0.003002643585205078,0.1
19,0.008007049560546875,0.0030028820037841797,0.1
20,0.1,0.003002643585205078,0.1
21,0.031028270721435547,0.0020020008087158203,0.1
22,0.1,0.002796173095703125,0.1
23,0.06256794929504395,0.0020024776458740234,0.1
24,0.1,0.0024480819702148438,0.1
25,0.021362781524658203,0.0014584064483642578,0.1
26,0.04967021942138672,0.0019991397857666016,0.1
27,0.035582542419433594,0.0030028820037841797,0.1
28,0.1,0.002303600311279297,0.1
29,0.1,0.0030052661895751953,0.1
