,quasi_newton,normal_newton,easy_newton
0,1,1,1
1,6,100,100
2,8,4,100
3,66,4,100
4,5,5,100
5,4,5,100
6,4,5,100
7,5,5,17
8,5,5,100
9,5,4,100
10,6,3,40
11,19,4,100
12,8,4,100
13,5,4,100
14,6,3,100
15,11,4,100
16,10,5,100
17,100,7,100
18,10,6,100
19,9,7,100
20,12,8,100
21,100,6,100
22,29,6,100
23,100,4,100
24,5,5,100
25,6,7,100
26,100,5,100
27,16,5,100
28,100,7,100
29,100,6,100
