,quasi_newton,normal_newton,easy_newton
0,6,7,100
1,100,5,100
2,16,5,100
3,100,7,100
4,100,6,100
5,100,6,100
6,100,5,100
7,100,8,100
8,100,6,100
9,100,7,100
10,100,6,100
11,100,7,100
12,100,5,100
13,100,5,100
14,100,6,100
15,100,6,100
16,100,6,100
17,100,5,100
18,100,6,100
19,100,7,100
20,100,10,100
21,100,5,100
22,100,100,100
23,100,100,100
24,100,100,100
